filename,staticO0,dynamicO0,staticO1,dynamicO1,staticOz,dynamicOz,staticO2,dynamicO2,output_O0,output_O1,output_O2,output_Oz
extr_wcdbrepairsqliterk_pager.c_sqliterkPageGetPageno.c,11,11,7,7,7,7,7,7,479,479,479,479
extr_linuxdriversgpudrmradeoncypress_dpm.c_cypress_get_mclk_split_point.c,15,15,11,11,11,11,11,11,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_LOAD_STATE4_0_NUM_UNIT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetphyphy-c45.c_gen10g_config_init.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversspispi-omap2-mcspi.c_omap2_mcspi_can_dma.c,13,13,8,8,8,8,8,8,1,1,1,1
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_SP_GS_CTRL_REG0_FULLREGFOOTPRINT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_reactosdllwin32wininethttp.c_chunked_end_of_data.c,16,16,11,11,11,11,11,11,0,0,0,0
extr_linuxdriversfirmwarearm_scmidriver.c_scmi_to_linux_errno.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxarcharm64kvmguest.c_is_timer_reg.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_linuxarchia64snpcitioce_provider.c_tioce_dma_d64.c,14,14,11,11,10,10,11,11,9223372036854776063,9223372036854776063,9223372036854776063,9223372036854776063
extr_obs-studiolibobsobs-source-transition.c_transition_active.c,13,13,7,7,8,8,7,7,1,1,1,1
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_40.c,12,12,7,7,7,7,7,7,134,134,134,134
extr_linuxsoundsocfslfsl_sai.c_fsl_sai_writeable_reg.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxarchpowerpckvmmpic.c_mpic_has_attr.c,24,24,14,14,14,14,14,14,0,0,0,0
extr_obs-studiolibobsobs-data.c_obs_data_item_total_size.c,14,14,10,10,11,11,11,11,1274,1274,1274,1274
extr_redisutilslrulfu-simulation.c_minutes_diff.c,14,14,10,10,10,10,10,10,0,0,0,0
extr_linuxarcharm64kvmsys_regs.h_read_zero.c,9,9,6,6,6,6,6,6,1,1,1,1
extr_linuxdriversnetethernetqlogicqedqed_vf.h_qed_vf_pf_release.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_PP_SYNC_THRESH_START.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversstagingwilc1000wilc_wlan_cfg.c_wilc_wlan_cfg_set_byte.c,15,15,8,8,8,8,8,8,0,0,0,0
extr_linuxkernelschedsched.h_rt_rq_is_runnable.c,17,17,9,9,10,10,9,9,1,1,1,1
extr_linuxarchia64snkerneltiocx.c_tiocx_uevent.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_darwin-xnulibkernOSKextVersion.c___vers_isspace.c,28,28,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversscsiosdosd_uld.c_osduld_register_test.c,14,14,9,9,9,9,9,9,0,0,0,0
extr_linuxfsnfsdnfs4state.c_share_access_to_flags.c,11,11,9,9,9,9,9,9,0,0,0,0
extr_linuxsoundpcictxfictmixer.c_get_switch_state.c,18,18,8,8,8,8,8,8,b,b,b,b
extr_masscansrcproto-x509.c_id_prefix_count.c,24,24,17,17,14,14,17,17,1,1,1,1
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_REG_A5XX_VPC_SO.c,7,7,7,7,6,6,7,7,59808,59808,59808,59808
extr_reactosmodulesrosappsapplicationssysutilsgettypegettype.c_GetMajValue.c,21,21,15,15,15,15,15,15,479000,479000,479000,479000
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_HLSQ_CONTROL_1_REG_VSTHREADSIZE.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_jqsrcjv_parse.c_classify.c,51,51,14,14,12,12,14,14,0,0,0,0
extr_linuxdriversmediai2csaa7115.c_saa711x_decode_wss.c,30,30,16,16,17,17,16,16,-1,-1,-1,-1
extr_linuxdriverspinctrlmediatekmtk-eint.h_mtk_eint_set_debounce.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversttyserialmps2-uart.c_mps2_uart_get_mctrl.c,8,8,7,7,7,7,7,7,0,0,0,0
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_simm7_decode.c,26,26,16,16,16,16,16,16,0,0,0,0
extr_linuxdriversgpudrmamdpowerplaysmumgrvegam_smumgr.c_scale_fan_gain_settings.c,12,12,11,11,9,9,11,11,10444,10444,10444,10444
extr_labenginecodebotlibbe_ai_chat.c_IsWhiteSpace.c,60,60,19,19,19,19,19,19,0,0,0,0
extr_linuxfsnilfs2segbuf.h_nilfs_segbuf_simplex.c,18,18,11,11,11,11,11,11,1,1,1,1
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_msalp32_decode.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_wcdbandroidsqlciphersqlite3.c_sqlite3_system_errno.c,12,12,7,7,7,7,7,7,479,479,479,479
extr_linuxfsnfsfscache.h_nfs_readpages_from_fscache.c,11,11,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversblockvirtio_blk.c_minor_to_index.c,8,8,7,7,7,7,7,7,255,255,255,255
extr_linuxdriversinfinibandhwqibqib_mad.c_reply_failure.c,14,14,11,11,11,11,11,11,0,0,0,0
extr_linuxnetieee8021546lowpanrx.c_lowpan_is_hc1.c,10,10,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversnetwirelessinteliwlwifimvmrs.c_rs_is_valid_ant.c,12,12,8,8,8,8,8,8,1,1,1,1
extr_mpvvideocsputils.h_mp_xy_Z.c,11,11,12,12,12,12,12,12,-3.000000,-3.000000,-3.000000,-3.000000
extr_reactosmodulesrostestswinetestsoleaut32vartest.c_IsValidVariantCopyIndVT.c,21,21,13,13,13,13,13,13,0,0,0,0
extr_linuxsoundsynthemuxemux_nrpn.c_fx_conv_pitch.c,11,11,12,12,10,10,12,12,870,870,870,870
extr_linuxnetipv4arp.c_arp_state_to_flags.c,17,17,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversmediai2cov2680.c_ov2680_enum_frame_size.c,18,18,11,11,11,11,11,11,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_CTL_OP_PACK_3D.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmdispdpu1dpu_encoder_phys_cmd.c_dpu_encoder_phys_cmd_is_master.c,12,12,8,8,8,8,8,8,1,1,1,1
extr_linuxnetschedact_ife.c_ife_check_meta_u32.c,11,11,4,4,4,4,4,4,8,8,8,8
extr_linuxarchriscvkernelmodule.c_apply_r_riscv_lo12_s_rela.c,30,30,15,15,15,15,15,15,0,0,0,0
extr_linuxnetschedsch_gred.c_gred_use_ecn.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversedaci5100_edac.c_i5100_spddata_rdo.c,8,8,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversinfinibandhwmlx4mlx4_ib.h_mlx4_ib_bond_next_port.c,16,16,10,10,10,10,10,10,23,23,23,23
extr_linuxsoundsoccodecscs42l52.c_cs42l52_volatile_register.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_reactoswin32ssprintingbasespoolsvforms.c__RpcAddForm.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversnetethernetcaviumthundernicvf_ethtool.c_nicvf_get_rss_hash_opts.c,25,25,14,14,16,16,15,15,0,0,0,0
extr_redissrcrio.c_rioFdsetTell.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversatmhorizon.c_vpivci_to_channel.c,26,26,13,13,14,14,13,13,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_DBGC_CFG_DBGBUS_BYTEL_0_BYTEL1.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetwirelessathath9kantenna.c_ath_ant_div_comb_alt_check.c,36,36,23,23,24,24,24,24,0,0,0,0
extr_torch7libTHTHDiskFile.c_THDiskFile_isOpened.c,12,12,7,7,7,7,7,7,1,1,1,1
extr_gitarchive-zip.c_clamp_max.c,14,14,4,4,4,4,4,4,255,255,255,255
extr_darwin-xnubsdvfsvfs_bio.c_buf_error.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_darwin-xnubsdnfsnfs4_subs.c_nfs4_ace_vfsrights_to_nfsmask.c,91,91,101,101,101,101,101,101,0,0,0,0
extr_linuxfsnfsdnfs4xdr.c_fattr_handle_absent_fs.c,29,29,14,14,16,16,15,15,0,0,0,0
extr_linuxnetdccpfeat.c_dccp_feat_is_valid_nn_val.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversgpudrmamdamdgpudce_v8_0.c_dce_v8_0_hpd_get_gpio_reg.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversnetwanhdlc_fr.c_pvc_is_used.c,13,13,7,7,8,8,7,7,1,1,1,1
extr_opensslcryptoasyncasync_wait.c_ASYNC_WAIT_CTX_set_status.c,10,10,6,6,6,6,6,6,1,1,1,1
extr_linuxdriverscryptostm32stm32-cryp.c_is_cbc.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxsoundsoccodecswm8510.c_wm8510_volatile.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxarchpowerpckvmbook3s_hv.c_kvmppc_core_emulate_op_hv.c,9,9,5,5,5,5,5,5,0,0,0,0
extr_linuxsoundsocfslimx-pcm.h_imx_pcm_dma_init.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxarchpowerpcplatformscellspufsbacking_ops.c_spu_backing_signal2_type_get.c,12,12,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversblockrbd.c___rbd_is_lock_owner.c,19,19,11,11,11,11,11,11,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp_kms.h_pipe_supports_yuv.c,14,14,10,10,10,10,10,10,0,0,0,0
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_bs4_decode.c,11,11,6,6,6,6,6,6,0,0,0,0
extr_linuxsamplesbpfxdp_monitor_user.c_calc_pps_u64.c,24,24,11,11,11,11,11,11,-4.000000,-4.000000,-4.000000,-4.000000
extr_linuxfshpfshpfs.h_ea_in_anode.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_libuvsrcunixandroid-ifaddrs.c_maxSize.c,12,12,7,7,7,7,7,7,255,255,255,255
extr_linuxdriversledsleds-gpio.c_sizeof_gpio_leds_priv.c,8,8,5,5,5,5,5,5,1024,1024,1024,1024
extr_SoftEtherVPNsrcCedarCedar.c_CedarGetCurrentTcpQueueSize.c,11,11,7,7,7,7,7,7,479,479,479,479
extr_linuxdriversstaginggreybusloopback.c___gb_loopback_calc_latency.c,14,14,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_SP_VS_VPC_DST_REG_OUTLOC0.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_tenginesrchttpngx_http_write_filter_module.c_ngx_http_write_filter_init.c,8,8,7,7,7,7,7,7,0,0,0,0
extr_linuxfsxfslibxfsxfs_log_format.h_xfs_blft_from_flags.c,10,10,8,8,8,8,8,8,0,0,0,0
extr_linuxarcharmmach-ep93xxcrunch.c_crunch_enabled.c,13,13,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversmtddevicesslram.c_handle_unit.c,26,26,9,9,14,14,9,9,255,255,255,255
extr_linuxdriversnetethernetbroadcombcm63xx_enet.c_bcm_enet_get_sset_count.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_kphp-kdblistslists-data.c_metafile_get_date.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversregulatortwl-regulator.c_twl4030reg_map_mode.c,16,16,12,12,12,12,12,12,0,0,0,0
extr_linuxarcharmplat-samsungpm-gpio.c_is_sfn.c,9,9,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversgpudrmttmttm_page_alloc.c_ttm_pool_shrink_count.c,12,12,8,8,11,11,8,8,0,0,0,0
extr_linuxfsocfs2stack_user.c_user_dlm_lock_status.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_openpilotphonelibsnanovgnanovg.c_nvg__clampf.c,19,19,10,10,10,10,10,10,16777216.000000,16777216.000000,16777216.000000,16777216.000000
extr_libuiunixdrawpath.c_uiprivPathFillMode.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_reactosdlldirectxwined3drmtexture.c_d3drm_validate_image.c,25,25,19,19,19,19,19,19,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_RB_WINDOW_OFFSET_Y.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_nginxsrccorengx_string.c_ngx_rstrncmp.c,28,3326,13,1283,12,1282,13,1283,0,0,0,0
extr_reactosdriversfilesystemsbtrfsbtrfs_drv.h_get_extent_data_len.c,13,13,9,9,9,9,9,9,0,0,0,0
extr_linuxsoundsocbcmpisound.c_pisnd_output_open.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversscsimpt3sasmpt3sas_scsih.c__scsih_determine_hba_mpi_version.c,24,24,9,9,10,10,9,9,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_COND_WRITE_5_WRITE_DATA.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_SSBO_0_3_CPP.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxarchx86cryptomorus1280_glue.c_crypto_morus1280_glue_setauthsize.c,13,13,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversgpudrmtegraplane.c_tegra_plane_format.c,23,23,13,13,14,14,13,13,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_SP_VS_VPC_DST_REG_OUTLOC0.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_labenginecodeclientsnd_wavelet.c_MuLawDecode.c,33,33,18,18,18,18,18,18,4,4,4,4
extr_linuxdriversgpudrmi915intel_panel.c_panel_fitter_scaling.c,17,17,14,14,13,13,14,14,4096,4096,4096,4096
extr_linuxdriversgpudrmgma500tc35876x-dsi-lvds.c_tc35876x_get_panel_info.c,19,19,13,13,14,14,13,13,0,0,0,0
extr_micropythonportsstm32usbhostCoreSrcusbh_conf_template.c_USBH_LL_Start.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversmediarcimg-irimg-ir-rc6.c_img_ir_rc6_scancode.c,38,38,6,6,6,6,6,6,0,0,0,0
extr_linuxnetschedact_mirred.c_tcf_mirred_can_reinsert.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_linuxvirtkvmvfio.c_kvm_vfio_has_attr.c,14,14,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversinfinibandcoremad.c_get_pad_size.c,18,18,11,11,11,11,11,11,0,0,0,0
extr_FFmpeglibavcodecsnowenc.c_pix_sum.c,41,979979,29,262919,29,392463,91,131613,-833344235,-833344235,-833344235,-833344235
extr_reactossdklibrossym_newinitum.c_RosSymGetMemUM.c,9,9,5,5,5,5,5,5,0,0,0,0
extr_labq3map2q3map2facebsp.c_CountFaceList.c,16,18,12,12,10,12,12,12,1,1,1,1
extr_linuxkernelkthread.c_tsk_fork_get_node.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_darwin-xnubsdvfsvfs_bio.c_buf_static.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_brotlicencencode.c_BrotliEncoderMaxCompressedSize.c,27,27,14,14,14,14,14,14,261,261,261,261
extr_linuxdriversplatformx86intel_mid_thermal.c_to_msic_die_temp.c,10,10,12,12,9,9,12,12,-127,-127,-127,-127
extr_linuxkerneltrace....blockblk.h_blk_rq_deadline.c,8,8,6,6,6,6,6,6,478,478,478,478
extr_php-srcextgdlibgdgd_interpolation.c_filter_bspline.c,13,13,8,8,8,8,8,8,0.000000,0.000000,0.000000,0.000000
extr_linuxdriversi2cbussesi2c-imx-lpi2c.c_lpi2c_imx_func.c,8,8,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacrate.h_rspec_issgi.c,11,11,8,8,8,8,8,8,1,1,1,1
extr_linuxnettipcsocket.c_tsk_conn_cong.c,12,12,8,8,8,8,8,8,1,1,1,1
extr_linuxdriversnetwirelesstiwl1251main.c_wl1251_can_do_pm.c,16,16,8,8,8,8,8,8,0,0,0,0
extr_mimikatzmodulessqlite3_omit.c_validJulianDay.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversclkqcomgdsc.h_gdsc_register.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_labenginecodeqcommoncommon.c_Z_AvailableZoneMemory.c,9,9,6,6,6,6,6,6,250,250,250,250
extr_linuxsoundsocshrcarcore.c_rsnd_rdai_channels_ctrl.c,13,13,8,8,9,9,8,8,255,255,255,255
extr_linuxdriversvideofbdevatyradeonfb.h_round_div.c,17,17,11,11,11,11,11,11,1,1,1,1
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_14nm_PHY_LN_CFG0_PREPARE_DLY.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversiiolightjsa1212.c_jsa1212_is_volatile_reg.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_reactossdklib3rdpartylibmpg123readers.c_bc_fill.c,9,9,6,6,6,6,6,6,18446744073709551366,18446744073709551366,18446744073709551366,18446744073709551366
extr_linuxdriversgpuhost1xhwhw_host1x05_sync.h_host1x_sync_cfpeek_ctrl_addr_f.c,8,8,6,6,6,6,6,6,255,255,255,255
extr_linuxdriversnetethernetsfcethtool.c_ip6_mask_is_full.c,19,19,11,11,13,13,13,13,0,0,0,0
extr_linuxdriverspowersupplybq24190_charger.c_bq24190_charger_property_is_writeable.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmnouveaudispnv04cursor.c_nv04_cursor_init.c,18,18,13,13,13,13,13,13,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_VPC_SO_PROG_A_BUF.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxsoundsocimgimg-spdif-in.c_img_spdif_in_info_lock.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_linuxarchpowerpcplatformsps3system-bus.c_ps3_is_device.c,16,16,7,7,7,7,7,7,0,0,0,0
extr_reactosdlldirectxd3d9format.c_IsExtendedFormat.c,10,10,7,7,7,7,7,7,0,0,0,0
extr_linuxsoundsocfslfsl_spdif.c_fsl_spdif_writeable_reg.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_HLSQ_CONTROL_2_REG_SAMPLEMASK.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_reactosbootfreeldrfreeldrdiskramdisk.c_RamDiskSeek.c,14,14,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetethernetsunniu.c_tcam_get_size.c,8,8,6,6,6,6,6,6,478,478,478,478
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_BLIT_1_SRC_Y1.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_mr2_encode.c,14,14,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversgpudrmmsmedpedp.xml.h_EDP_MISC1_MISC0_COMPONENT_FORMAT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_dtd_get_desc_write_addr.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_kphp-kdbdnsdns-data.c_dns_write_iterator_advance.c,21,21,11,11,10,10,11,11,0,0,0,0
extr_FFmpeglibavformatspdifdec.c_spdif_read_header.c,10,10,7,7,7,7,7,7,0,0,0,0
extr_openssltesttestutildriver.c_gcd.c,18,20,17,17,13,15,17,17,255,255,255,255
extr_linuxdriversusbc67x00c67x00-sched.c_frame_add.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_linuxdrivershwmonlm78.c_TEMP_FROM_REG.c,6,6,5,5,5,5,5,5,255000,255000,255000,255000
extr_linuxdriversbaseregmapregmap-mmio.c_regmap_mmio_get_min_stride.c,23,23,12,12,12,12,12,12,0,0,0,0
extr_linuxdriversvideobacklightpm8941-wled.c_pm8941_wled_switch_freq_values_fn.c,11,11,9,9,9,9,9,9,37,37,37,37
extr_linuxdriverspowersupplybq2415x_charger.c_bq2415x_update_reported_mode.c,23,23,15,15,15,15,15,15,1,1,1,1
extr_opensslsslssl_conf.c_SSL_CONF_CTX_set_flags.c,12,12,7,7,7,7,7,7,511,511,511,511
extr_linuxdriversstagingrtl8712rtl871x_ioctl_rtl.c_oid_rt_set_encryption_algorithm_hdl.c,13,13,10,10,10,10,10,10,0,0,0,0
extr_linuxsoundisasscape.c_sscape_midi_info.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_linuxdriverspowersupplytwl4030_charger.c_ua2regval.c,23,23,23,23,18,18,23,23,512,512,512,512
extr_opensslcryptoevpp_lib.c_EVP_PKEY_save_parameters.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversnetethernetciscoenicenic_main.c_enic_sriov_enabled.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmi915gvtedid.c_get_aux_ch_reg.c,13,13,10,10,11,11,10,10,-1,-1,-1,-1
extr_linuxdriversvideofbdevps3fb.c_ps3fb_setcolreg.c,15,15,4,4,4,4,4,4,1,1,1,1
extr_mpvstreamtvi_dummy.c_get_video_framesize.c,13,13,13,13,10,10,13,13,164536,164536,164536,164536
extr_linuxdriversmediapcicx23885cx23885.h_norm_maxh.c,11,11,8,8,8,8,8,8,576,576,576,576
extr_linuxsoundpcirme9652hdspm.c_snd_hdspm_info_mixer.c,18,18,11,11,11,11,11,11,0,0,0,0
extr_reactosdllwin32lsasrvregistry.c_IsStringType.c,22,22,13,13,13,13,13,13,0,0,0,0
extr_linuxsoundsoccodecsrt5659.c_rt5659_volatile_register.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxmmkasankasan.c_optimal_redzone.c,19,19,13,13,12,12,13,13,64,64,64,64
extr_linuxdriversstagingrtlwifirtl8822behw.c__rtl8822be_get_ra_shortgi.c,42,42,14,14,14,14,14,14,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_WB_DST_OP_MODE_CSC_DST_DATA_FORMAT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_TEX_CONST_0_FMT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetethernetchelsiocxgb4cxgb4_ethtool.c_eth_to_cc_fec.c,25,25,17,17,17,17,17,17,0,0,0,0
extr_linuxkernelschedcpufreq_schedutil.c_sugov_update_next_freq.c,19,19,10,10,10,10,10,10,1,1,1,1
extr_kphp-kdbcommoncrc32.c_gf32_matrix_times.c,25,146,17,87,13,71,17,87,109798,109798,109798,109798
extr_emscriptensystemliblibcmuslsrcpasswdgetpwent_a.c_atou.c,13,13,10,10,11,11,10,10,0,0,0,0
extr_labq3map2libspicomodelpm_3ds.c_GetByte.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_VPC_SO_PROG_B_BUF.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversscsiqla4xxxql4_nx.c_flash_data_addr.c,9,9,6,6,6,6,6,6,511,511,511,511
extr_darwin-xnubsdnetkeykey.c_key_proto2satype.c,19,19,11,11,11,11,11,11,0,0,0,0
extr_linuxfsbtrfsioctl.c_btrfs_inode_flags_to_fsflags.c,44,44,35,35,35,35,35,35,0,0,0,0
extr_libgit2srczstream.c_git_zstream_suggest_output_len.c,13,13,11,11,11,11,11,11,0,0,0,0
extr_kphp-kdbmagusmagus-data.c_get_index_header_size.c,11,11,6,6,6,6,6,6,1924,1924,1924,1924
extr_linuxdriversusbgadgetudcudc-xilinx.c_xudc_ep0_disable.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxfsxfsxfs_extfree_item.c_xfs_efi_item_sizeof.c,11,11,6,6,6,6,6,6,1916,1916,1916,1916
extr_mongooseexamplesapi_serversqlite3.c_et_getdigit.c,31,31,17,17,18,18,17,17,v,v,v,v
extr_linuxdriversisdnhardwareeiconmessage.c_ie_compare.c,35,9143,25,2899,22,3377,28,3376,1,1,1,1
extr_linuxtoolsperfutilintel-pt-decoder..data.h_perf_data__size.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_emscriptensystemliblibcmuslsrcmath__signbitf.c___signbitf.c,9,9,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversiommurockchip-iommu.c_rk_mk_pte_invalid.c,9,9,7,7,7,7,7,7,255,255,255,255
extr_linuxdriversnetethernetintelfm10kfm10k_mbx.c_fm10k_mbx_index_len.c,19,19,12,12,12,12,12,12,0,0,0,0
extr_linuxdriversgpudrmi915selftests..i915_drv.h_is_fixed16_zero.c,9,9,7,7,7,7,7,7,0,0,0,0
extr_darwin-xnulibsyscallwrappersstackshot.c_stackshot_config_get_stackshot_size.c,15,15,10,10,10,10,10,10,479,479,479,479
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_is_evex_prefix.c,11,11,8,8,8,8,8,8,1,1,1,1
extr_linuxdriversmediaplatformdavinciisif.c_isif_set_image_window.c,22,22,18,18,18,18,18,18,0,0,0,0
extr_linuxdriversnetethernetinteliceice_sched.c_ice_sched_get_vsi_layer.c,23,23,12,12,14,14,13,13,479,479,479,479
extr_linuxfscodapioctl.c_coda_ioctl_permission.c,14,14,9,9,9,9,9,9,0,0,0,0
extr_linuxsoundsocfslfsl-asoc-card.c_fsl_asoc_card_is_ac97.c,11,11,8,8,8,8,8,8,0,0,0,0
extr_kphp-kdbstoragestorage-content.c_content_type_to_file_type.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_reactosdllwin32urlmonuri.c_is_auth_delim.c,40,40,12,12,13,13,12,12,0,0,0,0
extr_linuxdriversmediausbpvrusb2pvrusb2-hdw.c_state_check_disable_encoder_run.c,23,23,14,14,14,14,14,14,1,1,1,1
extr_linuxdriversnetwirelessathwcn36xxtxrx.c_get_rssi0.c,11,11,7,7,7,7,7,7,100,100,100,100
extr_linuxdriversnetethernetqlogicnetxennetxen_nic_ethtool.c_netxen_nic_get_regs_len.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_55.c,12,12,8,8,8,8,8,8,294,294,294,294
extr_xhyvesrcpci_e82545.c_e82545_txdesc_type.c,11,11,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_SET_BIN_DATA5_4_BIN_SIZE_ADDRESS_HI.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxsoundpcicmipci.c_snd_cmipci_spdif_mask_info.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxfsnfsdnfs4proc.c_nfsd4_access_rsize.c,10,10,6,6,6,6,6,6,8,8,8,8
extr_linuxdriversnvmetargetcore.c_nvmet_cc_mps.c,9,9,8,8,8,8,8,8,15,15,15,15
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_label8_ator.c,12,12,6,6,6,6,6,6,0,0,0,0
