filename,int-bounds,big-arr,big-arr-10x,linked,dlinked,bintree
extr_linuxdriversgpudrmi2csil164_drv.c_sil164_encoder_create_resources.c,0,,,,,
extr_linuxdriversgpudrmi2csil164_drv.c_sil164_remove.c,0,,1,,,
extr_linuxdriversgpudrmgma500opregion.h_psb_intel_opregion_enable_asle.c,0,,1,,,
extr_linuxdriversgpudrmgma500opregion.h_psb_intel_opregion_fini.c,0,,1,,,
extr_linuxdriversgpudrmhisiliconkirinkirin_drm_ade.c_ade_drm_cleanup.c,0,,1,,,
extr_linuxdriversgpudrmgma500psb_intel_sdvo.c_psb_intel_sdvo_get_pixel_multiplier.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_drv.h_fixed16_to_u32.c,0,,,,,
extr_linuxdriversgpudrmi915gvtcmd_parser.c_is_wait_for_flip_pending.c,0,1,2,,,
extr_linuxdriversgpudrmi915gvtcmd_parser.c_is_shadowed_mmio.c,0,1,2,,,
extr_linuxdriversgpudrmi915gvtdmabuf.c_validate_hotspot.c,0,,,,,
extr_linuxdriversgpudrmi915gvtdisplay.h_vgpu_edid_str.c,0,1,2,,,
extr_linuxdriversgpudrmi915dvo_tfp410.c_tfp410_mode_valid.c,0,,,,,
extr_linuxdriversgpudrmgma500psb_intel_sdvo.c_psb_intel_sdvo_guess_ddc_bus.c,0,,1,,,
extr_linuxdriversgpudrmgma500tc35876x-dsi-lvds.c_calc_clkdiv.c,0,1,2,,,
extr_linuxdriversgpudrmi915gvtedid.c_bxt_get_port_from_gmbus0.c,0,1,2,,,
extr_linuxdriversgpudrmi915dvo_ivch.c_ivch_mode_valid.c,0,,,,,
extr_linuxdriversgpudrmi915gvtfb_decoder.c_cursor_mode_to_drm.c,0,1,2,,,
extr_linuxdriversgpudrmi915dvo_sil164.c_sil164_mode_valid.c,0,,,,,
extr_linuxdriversgpudrmi915i915_drv.h_i915_debugfs_connector_add.c,0,,1,,,
extr_linuxdriversgpudrmgma500mdfld_tpo_vid.c_tpo_vid_get_panel_info.c,0,,,,,
extr_linuxdriversgpudrmi915gvtcmd_parser.c_get_cmd_length.c,0,,,,,
extr_linuxdriversgpudrmhisiliconhibmchibmc_ttm.c_hibmc_ttm_bo_is_hibmc_bo.c,0,,,,,
extr_linuxdriversgpudrmi915gvtdmabuf.c_update_fb_info.c,0,,,,,
extr_linuxdriversgpudrmi915gvtcmd_parser.c_gma_out_of_range.c,0,1,2,,,
extr_linuxdriversgpudrmi915dvo_ivch.c_ivch_detect.c,0,,1,,,
extr_linuxdriversgpudrmi915gvtedid.c_get_aux_ch_reg.c,0,1,2,,,
extr_linuxdriversgpudrmi915dvo_ns2501.c_ns2501_detect.c,0,,1,,,
extr_linuxdriversgpudrmi915gvtfb_decoder.c_bdw_format_to_drm.c,0,1,2,,,
extr_linuxdriversgpudrmi915gvtgtt.c_gen8_gtt_clear_64k_splited.c,0,,1,,,
extr_linuxdriversgpudrmi915gvtgtt.c_gen8_gtt_get_pfn.c,0,,,,,
extr_linuxdriversgpudrmhisiliconkirindw_drm_dsi.c_dsi_host_detach.c,0,,,,,
extr_linuxdriversgpudrmi915i915_debugfs.c_plane_type.c,0,,,,,
extr_linuxdriversgpudrmi915i915_debugfs.c_get_pin_flag.c,0,,1,,,
extr_linuxdriversgpudrmi915gvtgtt.c_gen8_gtt_test_64k_splited.c,0,,1,,,
extr_linuxdriversgpudrmi915gvtfb_decoder.c_skl_format_to_drm.c,0,1,2,,,
extr_linuxdriversgpudrmi915gvtkvmgt.c_intel_vgpu_get_irq_count.c,0,,1,,,
extr_linuxdriversgpudrmi915gvtgtt.c_gen8_gtt_test_pse.c,0,,1,,,
extr_linuxdriversgpudrmi915gvtgtt.c_gtt_entry_clear_present.c,0,,1,,,
extr_linuxdriversgpudrmi915gvtgtt.c_gen8_gtt_set_pfn.c,0,,,,,
extr_linuxdriversgpudrmi915i915_debugfs.c_swizzle_string.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_gem_gtt.h_i915_pde_index.c,,,0,,,
extr_linuxdriversgpudrmi915i915_gem_execbuffer.c_unmask_page.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_gem_userptr.c___i915_gem_userptr_set_active.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_drv.h_is_fixed16_zero.c,0,,,,,
extr_linuxdriversgpudrmi915gvtgtt.c_gen8_gtt_set_64k_splited.c,0,,1,,,
extr_linuxdriversgpudrmi915gvtkvmgt.c_intel_vgpu_reg_release_opregion.c,0,,,,,
extr_linuxdriversgpudrmi915gvtgtt.c_gtt_entry_set_present.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_debugfs.c_get_global_flag.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_gem_gtt.c_gen8_get_total_gtt_size.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_pmu.h_i915_pmu_unregister.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_drv.h_intel_vgpu_active.c,0,,1,,,
extr_linuxdriversgpudrmi915gvtkvmgt.c_kvmgt_detach_vgpu.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_gem_gtt.c_gen6_get_total_gtt_size.c,0,1,2,,,
extr_linuxdriversgpudrmi915gvtgvt.h_to_gvt.c,0,,,,,
extr_linuxdriversgpudrmi915i915_irq.c_i9xx_port_hotplug_long_detect.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_irq.c_icp_ddi_port_hotplug_long_detect.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_cmd_parser.c_cmd_header_key.c,0,1,2,,,
extr_linuxdriversgpudrmi915gvtkvmgt.c_handle_valid.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_drv.h_intel_display_crc_init.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_gem_context.h_i915_gem_context_is_kernel.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_pmu.h_i915_pmu_register.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_drv.h_intel_gvt_active.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_pmu.c_engine_config_sample.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_gem_gtt.h_gen8_pml4e_index.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_irq.c_ilk_port_hotplug_long_detect.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_irq.c_pch_port_hotplug_long_detect.c,0,1,2,,,
extr_linuxdriversgpudrmi915gvtgtt.c_gen8_gtt_test_present.c,0,,,,,
extr_linuxdriversgpudrmi915i915_gem_gtt.h_gen8_pdpe_index.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_reg.h_i915_mmio_reg_offset.c,0,,,,,
extr_linuxdriversgpudrmi915i915_gem_object.h_i915_gem_object_get_stride.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_gem_object.h_i915_gem_object_set_readonly.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_gem_execbuffer.c_unmask_flags.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_gem_userptr.c_i915_gem_userptr_release__mmu_notifier.c,0,,1,,,
extr_linuxdriversgpudrmi915gvthandlers.c_dp_aux_ch_ctl_link_training.c,0,,,,,
extr_linuxdriversgpudrmi915i915_gem.c_fb_write_origin.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_pmu.h_i915_pmu_gt_unparked.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_debugfs.c_get_pin_mapped_flag.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_drv.h_i915_debugfs_register.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_drv.c_intel_is_virt_pch.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_pmu.c_add_sample.c,0,,1,,,
extr_linuxdriversgpudrmi915gvtscheduler.c_shadow_context_descriptor_update.c,0,,,,,
extr_linuxdriversgpudrmi915i915_gem_gtt.c_nop_clear_range.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_acpi.c_intel_dsm_port_name.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_bdw_calc_cdclk.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_irq.c_spt_port_hotplug2_long_detect.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_irq.c_spt_port_hotplug_long_detect.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_gem_userptr.c_i915_mmu_notifier_free.c,0,,,,,
extr_linuxdriversgpudrmi915i915_gem.c_cpu_write_needs_clflush.c,0,,,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_cnl_calc_cdclk.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_cnl_calc_voltage_level.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_display.h_transcoder_is_dsi.c,0,,,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_glk_calc_cdclk.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_request.c_timeline_get_seqno.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_request.h_i915_seqno_passed.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_skl_calc_cdclk.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_bdw_calc_voltage_level.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_sw_fence.c_debug_fence_destroy.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_sw_fence.c_debug_fence_free.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_gem_object.h_i915_gem_object_get_tiling.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_drv.c_i915_kick_out_vgacon.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_request.c_i915_fence_get_driver_name.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_utils.h_onoff.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_irq.c_bxt_port_hotplug_long_detect.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_irq.c_display_pipe_crc_irq_handler.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_sw_fence.h_i915_sw_fence_fini.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_display.h_port_identifier.c,0,,,,,
extr_linuxdriversgpudrmi915i915_pmu.c_engine_event_class.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_pmu.c_engine_event_instance.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_skl_calc_voltage_level.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_crt.c_intel_crt_compute_config.c,0,,,,,
extr_linuxdriversgpudrmi915i915_utils.h_yesno.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_sw_fence.c_debug_fence_set_state.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_selftest.h_i915_live_selftests.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_sw_fence.c_debug_fence_activate.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_gem_clflush.c_i915_clflush_enable_signaling.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_gem_clflush.c_i915_clflush_get_timeline_name.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_gem.c_gpu_write_needs_clflush.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_gem.c_to_rps_client.c,0,,,,,
extr_linuxdriversgpudrmi915i915_pmu.c_i915_pmu_event_event_idx.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_pmu.h_i915_pmu_gt_parked.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_display.c_skl_plane_ctl_alpha.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_display.c_skl_scaler_calc_phase.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_display.c_glk_plane_color_ctl_alpha.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_dpll_mgr.c_icl_port_to_mg_pll_id.c,0,,,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_bxt_calc_cdclk.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_fixed_266mhz_get_cdclk.c,0,,,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_fixed_133mhz_get_cdclk.c,0,,,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_fixed_200mhz_get_cdclk.c,0,,,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_fixed_450mhz_get_cdclk.c,0,,,,,
extr_linuxdriversgpudrmi915i915_syncmap.c_seqno_later.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_trace.h_trace_i915_request_submit.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_utils.h_enableddisabled.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_display.c_pipe_required_fdi_lanes.c,0,,,,,
extr_linuxdriversgpudrmi915intel_display.c_skl_format_to_fourcc.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_display.c_intel_fb_modifier_to_tiling.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_trace.h_trace_i915_request_in.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_display.c_intel_reduce_m_n_ratio.c,0,,,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_fixed_400mhz_get_cdclk.c,0,,,,,
extr_linuxdriversgpudrmi915i915_sw_fence.c_debug_fence_deactivate.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_dp.c_intel_dp_max_data_rate.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_sw_fence.c_debug_fence_init_onstack.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_display.h_transcoder_name.c,0,,,,,
extr_linuxdriversgpudrmi915intel_cdclk.c_fixed_333mhz_get_cdclk.c,0,,,,,
extr_linuxdriversgpudrmi915intel_display.c_intel_panel_use_ssc.c,0,,,,,
extr_linuxdriversgpudrmi915i915_vma.h_i915_vma_unset_ggtt_write.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_acpi.c_intel_dsm_mux_type.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_dp.c_edp_detect.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_guc_ct.c_ct_header_get_action.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_dp.c_intel_dp_autotest_phy_pattern.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_dp.c_intel_dp_hdcp_toggle_signalling.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_fbdev_restore_mode.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_dpll_mgr.c_hsw_ddi_lcpll_disable.c,0,,,,,
extr_linuxdriversgpudrmi915intel_dp.c_downstream_hpd_needs_d0.c,0,,,,,
extr_linuxdriversgpudrmi915intel_dpll_mgr.c_hsw_wrpll_get_budget_for_freq.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_vgpu.h_intel_vgpu_has_hwsp_emulation.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_ddi.c_intel_ddi_dp_pre_emphasis_max.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_vgpu.h_intel_vgpu_has_huge_gtt.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_dpll_mgr.c_skl_ddi_dpll0_disable.c,0,,,,,
extr_linuxdriversgpudrmi915intel_dpll_mgr.c_cnl_wrpll_get_multipliers.c,0,,,,,
extr_linuxdriversgpudrmi915intel_display.c_i9xx_format_to_fourcc.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_guc_ct.c_ct_header_get_len.c,0,1,2,,,
extr_linuxdriversgpudrmi915i915_vma.h_i915_vma_is_active.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_lvds.c_intel_lvds_detect.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_dpll_mgr.c_cnl_ddi_dp_set_dpll_hw_state.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_sw_fence.c_debug_fence_assert.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_dpll_mgr.c_icl_mg_pll_id_to_port.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_display.c_i8xx_plane_format_mod_supported.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_display.c_i965_plane_format_mod_supported.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_sw_fence.c_debug_fence_init.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_dp.c_intel_dp_max_lane_count.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_opregion.h_intel_opregion_notify_encoder.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_opregion.h_intel_opregion_asle_intr.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_trace.h_trace_i915_request_out.c,0,,1,,,
extr_linuxdriversgpudrmi915i915_vgpu.c_intel_vgpu_has_full_48bit_ppgtt.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_fbdev_init.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_dp_unused_lane_mask.c,,,0,,,
extr_linuxdriversgpudrmi915intel_display.c_i9xx_dpll_compute_m.c,0,,,,,
extr_linuxdriversgpudrmi915intel_guc_ct.c_ctch_get_next_fence.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_crt.c_pch_crt_compute_config.c,0,,,,,
extr_linuxdriversgpudrmi915intel_dp.c_g4x_signal_levels.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_opregion.h_intel_opregion_get_panel_type.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_crtc_disable_pipe_crc.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_dp_link_training.c_intel_dp_link_max_vswing_reached.c,0,,,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_fbdev_initial_config_async.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_gvt.h_intel_gvt_cleanup.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_dp.c_intel_dp_set_link_params.c,0,,,,,
extr_linuxdriversgpudrmi915intel_guc_ads.c_guc_policy_init.c,0,,,,,
extr_linuxdriversgpudrmi915intel_dsi_dcs_backlight.c_dcs_setup_backlight.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_encoder_is_dig_port.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_fbdev_fini.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_backlight_device_unregister.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_opregion.h_intel_opregion_register.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_overlay.c_check_gamma5_errata.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_overlay.c_check_gamma_bounds.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_opregion.h_intel_opregion_setup.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_pm.c_intel_pxfreq.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_crtc_enable_pipe_crc.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_pm.c_is_enabling.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_dp.c_intel_dp_unpack_aux.c,,,0,,,
extr_linuxdriversgpudrmi915i915_trace.h_trace_i915_request_execute.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_pm.c_skl_cursor_allocation.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_gvt.h_intel_gvt_init.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_irqs_enabled.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_backlight_device_register.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_dpll_mgr.c_skl_wrpll_get_multipliers.c,0,,,,,
extr_linuxdriversgpudrmi915intel_overlay.c_uv_vsubsampling.c,0,1,2,,,
extr_linuxdriversgpudrmi915selftests..i915_drv.h_fixed16_to_u32.c,0,,,,,
extr_linuxdriversgpudrmdrm_lease.c_drm_lease_owner.c,0,,,,,
extr_linuxdriversgpudrmi915intel_pm.c__pxvid_to_vd.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_overlay.c_packed_width_bytes.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_overlay.c_packed_depth_bytes.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_guc_ct.c_guc_ct_buffer_type_to_str.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_lrc.c___update_queue.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_lrc.c_nop_submission_tasklet.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_gvt.h_intel_gvt_sanitize_options.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_hangcheck.c_instdone_unchanged.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_opregion.h_intel_opregion_unregister.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_fbdev_set_suspend.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_fbdev_unregister.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_dpll_mgr.c_hsw_ddi_lcpll_enable.c,0,,,,,
extr_linuxdriversgpudrmi915intel_ringbuffer.h_inject_preempt_hang.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_dsi_vbt.c_intel_dsi_seq_port_to_port.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_dpll_mgr.c_hsw_ddi_lcpll_get_hw_state.c,0,,,,,
extr_linuxdriversgpudrmi915intel_guc_ct.c_ctch_is_open.c,0,,,,,
extr_linuxdriversgpudrmi915intel_lpe_audio.c_lpe_audio_irq_mask.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_lpe_audio.c_lpe_audio_irq_unmask.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_get_crtc_for_plane.c,0,,,,,
extr_linuxdriversgpudrmi915intel_dp.c_vlv_pipe_any.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_guc_log.h_intel_guc_log_get_level.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_guc_submission.c_is_high_priority.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..i915_drv.h_i915_debugfs_connector_add.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_ringbuffer.h_hangcheck_action_to_str.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_fbc.c_get_crtc_fence_y_offset.c,0,,,,,
extr_linuxdriversgpudrmi915intel_overlay.c_check_overlay_possible_on_crtc.c,0,,,,,
extr_linuxdriversgpudrmi915intel_uc_fw.h_intel_uc_fw_status_repr.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_overlay.c_overlay_cmd_reg.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..i915_reg.h_i915_mmio_reg_offset.c,0,,,,,
extr_linuxdriversgpudrmi915selftests..i915_request.h_i915_seqno_passed.c,0,1,2,,,
extr_linuxdriversgpudrmi915selftests..i915_gem_gtt.h_gen8_pml4e_index.c,0,1,2,,,
extr_linuxdriversgpudrmi915selftests..i915_gem_gtt.h_i915_pde_index.c,,,0,,,
extr_linuxdriversgpudrmi915intel_sprite.c_snb_sprite_format_mod_supported.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..i915_drv.h_is_fixed16_zero.c,0,,,,,
extr_linuxdriversgpudrmi915intel_sprite.c_vlv_sprite_format_mod_supported.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_panel.c_i965_scale_aspect.c,0,,,,,
extr_linuxdriversgpudrmi915intel_hangcheck.c_ipehr_is_semaphore_wait.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_i2c.c_gmbus_is_index_xfer.c,0,,,,,
extr_linuxdriversgpudrmi915intel_drv.h_intel_get_crtc_for_pipe.c,0,,,,,
extr_linuxdriversgpudrmi915intel_opregion.h_intel_opregion_notify_adapter.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_panel.c_panel_fitter_scaling.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_uc_fw.h_intel_uc_fw_get_upload_size.c,0,,,,,
extr_linuxdriversgpudrmi915intel_panel.c_centre_horizontally.c,0,,,,,
extr_linuxdriversgpudrmi915intel_panel.c_centre_vertically.c,0,,,,,
extr_linuxdriversgpudrmi915intel_ringbuffer.h_intel_hws_preempt_done_address.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..intel_display.h_transcoder_is_dsi.c,0,,,,,
extr_linuxdriversgpudrmi915intel_pm.c_is_disabling.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_ringbuffer.h_intel_hws_seqno_address.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..intel_display.h_port_identifier.c,0,,,,,
extr_linuxdriversgpudrmi915intel_uc_fw.h_intel_uc_fw_is_selected.c,0,,,,,
extr_linuxdriversgpudrmi915selftests..i915_pmu.h_i915_pmu_gt_parked.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..intel_gvt.h_intel_gvt_cleanup.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_sprite.c_g4x_sprite_format_mod_supported.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..i915_vma.h_i915_vma_unset_ggtt_write.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..i915_gem_context.h_i915_gem_context_is_kernel.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..i915_gem_gtt.h_gen8_pdpe_index.c,0,1,2,,,
extr_linuxdriversgpudrmi915selftests..intel_display.h_transcoder_name.c,0,,,,,
extr_linuxdriversgpudrmi915intel_pm.c_intel_wm_num_levels.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_ringbuffer.h_execlists_clear_all_active.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..i915_drv.h_intel_gvt_active.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_uc_fw.h_intel_uc_fw_sanitize.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_uncore.c_intel_has_reset_engine.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_workarounds.c_bdw_gt_workarounds_apply.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_ringbuffer.c_reset_finish.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..i915_drv.h_intel_vgpu_active.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_workarounds.c_icl_whitelist_build.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..i915_trace.h_trace_i915_request_execute.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..i915_drv.h_intel_display_crc_init.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_workarounds.c_bdw_whitelist_build.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_workarounds.c_chv_gt_workarounds_apply.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_workarounds.c_chv_whitelist_build.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..i915_trace.h_trace_i915_request_in.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..i915_trace.h_trace_i915_request_submit.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..intel_drv.h_intel_fbdev_set_suspend.c,0,,1,,,
extr_linuxdriversgpudrmi915intel_runtime_pm.c_i9xx_always_on_power_well_enabled.c,0,,,,,
extr_linuxdriversgpudrmi915selftests..intel_drv.h_intel_crtc_disable_pipe_crc.c,0,,1,,,
extr_linuxdriversgpudrmi915selftests..i915_utils.h_enableddisabled.c,0,1,2,,,
extr_linuxdriversgpudrmi915intel_ringbuffer.h_intel_wait_init_for_seqno.c,0,,,,,
extr_linuxdriversgpudrmi915intel_runtime_pm.c_i9xx_always_on_power_well_noop.c,0,,,,,
extr_linuxdriversgpudrmi915intel_runtime_pm.c_i9xx_power_well_sync_hw_noop.c,0,,,,,
extr_linuxdriversgpudrmi915selftests..intel_uc_fw.h_intel_uc_fw_status_repr.c,0,1,2,,,
extr_linuxdriversgpudrmi915selftests..intel_uc_fw.h_intel_uc_fw_type_repr.c,0,1,2,,,
