name,int-boundsO0,int-boundsO2,int-boundsO3,int-boundsOz,big-arrO0,big-arrO2,big-arrO3,big-arrOz,big-arr-10xO0,big-arr-10xO2,big-arr-10xO3,big-arr-10xOz,linkedO0,linkedO2,linkedO3,linkedOz,dlinkedO0,dlinkedO2,dlinkedO3,dlinkedOz,bintreeO0,bintreeO2,bintreeO3,bintreeOz
extr_linuxdriversnetethernetqlogicqlcnicqlcnic_ethtool.c_qlcnic_get_eeprom_len.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxmmslub.c_oo_objects.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmediausbdvb-usb-v2af9035.c_af9035_i2c_functionality.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_kphp-kdbvvvv-tl-parse.h_tl_store_check.c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_linuxdriversinfinibandhwhfi1vnic_main.c_update_len_counters.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxnetcephceph_common.c_ceph_client_addr.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversnetwirelessinteliwlwifidvmscan.c_iwl_get_active_dwell_time.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_DRAW_INDX_OFFSET_5_INDX_SIZE.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_EXEC_CS_2_NGROUPS_Y.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnuosfmkkerntask_policy.c_task_mark_used_for_purging.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdispmdp4mdp4.xml.h_MDP4_LAYERMIXER2_IN_CFG_PIPE0.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_php-srcZendzend_stream.c_zend_stream_is_mmap.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_h2odepsmrubymrbgemsmruby-compilercorecodegen.c_node_len.c,1,1,1,1,,,,,,,,,10000.0,10000.0,10000.0,10000.0,,,,,,,,
extr_linuxdriversscsiaic7xxxaic79xx_osm.h_ahd_get_pci_bus.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp1251.h_cp1251_wctomb.c,1,1,1,1,0,0,0,0,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversgpuhost1xhwhost1x05_hardware.h_host1x_opcode_mask.c,811860068,811860068,811860068,811860068,822018303,822018303,822018303,822018303,805961738,805961738,805961738,805961738,,,,,,,,,,,,
extr_linuxdriverspinctrlnomadik..pinconf.h_pinconf_set_config.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdrivershwmonnct6775.c_step_time_from_reg.c,40000,40000,40000,40000,102000,102000,102000,102000,4000,4000,4000,4000,,,,,,,,,,,,
extr_php-srcextfileinfolibmagicmagic.c_magic_errno.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosdll3rdpartylibtifftif_open.c_TIFFGetSeekProc.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_radare2libranal..includer_utilr_itv.h_r_itv_overlap.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_labenginecodegameai_dmq3.c_BotFeelingBad.c,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,
extr_linuxdriversscsimac_scsi.c_macscsi_dma_residual.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversgpudrmamddisplaydcdce112dce112_compressor.c_is_source_bigger_than_epanel_size.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_libgit2srcobject.c_check_type_combination.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_labenginecodebspcportals.c_P_AddNodeToList.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_php-srcextopcacheOptimizerzend_inference.c_shift_left_overflows.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_roman.h_mac_roman_wctomb.c,1,1,1,1,,,,,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversmediaplatformbcm2835bcm2835-unicam.c_unicam_s_input.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnubsdnetinet6nd6.c_ln_setexpire.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_emscriptentestsbox2dfreeglutfreeglut_joystick.c_fghJoystickOpen.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdrivershwmonf71805f.c_in_from_reg.c,800,800,800,800,2040,2040,2040,2040,80,80,80,80,,,,,,,,,,,,
extr_linuxdriversmediarcimg-irimg-ir-hw.c_img_ir_timing_defaults.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_dtd_get_max_width.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_php-srcextopcachejitdynasmminilua.c_isnumeral.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosdriversfilesystemsbtrfszstdzstd_decompress.c_ZSTD_nextSrcSizeToDecompress.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversttyserialmxs-auart.c_is_asm9260_auart.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsfusefile.c_fuse_verify_ioctl_iov.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactossdklib3rdpartylibxml2parserInternals.c_xmlPedanticParserDefault.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversinfinibandhwqibqib_iba6120.c_qib_6120_tidtemplate.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversmediausbstk1160stk1160-i2c.c_functionality.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversscsiaacraidcommsup.c_is_safw_raid_volume.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetsamsungsxgbesxgbe_desc.c_sxgbe_set_rx_owner.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxtoolsperfutilevsel.c___perf_evsel__calc_id_pos.c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_hashcatsrcmodulesmodule_00600.c_module_init.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosdllwin32iccvidiccvid.c_get_stride.c,1252,1252,1252,1252,8132,8132,8132,8132,16,16,16,16,,,,,,,,,,,,
extr_linuxdriversgpuhost1xhwhw_host1x02_sync.h_host1x_sync_cbread_r.c,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,1824,,,,,,,,,,,,
extr_linuxsamplesbpfxdp_monitor_user.c_calc_drop.c,-4.000000,-4.000000,-4.000000,-4.000000,-4.000000,-4.000000,-4.000000,-4.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,
extr_linuxkerneltracetrace_branch.c_get_incorrect_percent.c,32,32,32,32,32,32,32,32,32,32,32,32,,,,,,,,,,,,
extr_darwin-xnubsdnetinetin_tclass.c_sotc_index.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_opensslcryptotsts_rsp_sign.c_TS_RESP_CTX_set_clock_precision_digits.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxtoolsperfutilscripting-engines..thread.h_thread__priv.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxfsstat.c___inode_add_bytes.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_darwin-xnubsdnetnecp.c_necp_kernel_socket_result_is_trigger_service_type.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmamddisplaydccoredc_link.c_decide_signal_from_strap_and_dongle_type.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxtoolslibbpflibbpf.c_bpf_program__is_type.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetintele1000emac.c_e1000e_rar_get_count_generic.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxtoolslibtraceeventevent-parse.h_tep_set_cpus.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetintelixgbevfvf.c_ixgbevf_hv_negotiate_api_version_vf.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmradeonbtc_dpm.c_btc_find_voltage.c,229,229,229,229,,,,,229,229,229,229,,,,,,,,,,,,
extr_linuxdriversvideobacklighttosa_bl.c_tosa_bl_get_brightness.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversinfinibandcorecm_msgs.h_cm_req_get_alt_sl.c,29,29,29,29,29,29,29,29,29,29,29,29,,,,,,,,,,,,
extr_linuxdriversclkclk-si5351.c_si5351_regmap_is_writeable.c,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversinfinibandhwcxgb3cxio_wr.h_cxio_disable_wq_db.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_any8_Slot_inst_encode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxlibsha256.c_Ch.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_reactosdllwin32ole32storage32.c_TransactedSharedImpl_SetTransactionSig.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacaiutils.h_ai_get_chiprev.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_opensslcryptobiobio_lib.c_BIO_number_read.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_darwin-xnuosfmkkerntask_policy.c_proc_darwin_role_to_task_role.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarchpowerpckernelmce.c_mce_set_error_info.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_Craftdepssqlitesqlite3.c_sqlite3_backup_pagecount.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_curllibstrerror.c_curl_multi_strerror.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversscsicsiostorcsio_hw.c_fwcap_to_fwspeed.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_74.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_reactosbaseapplicationscalcrpn_ieee.c_rpn_sub_i.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_darwin-xnubsdnetnecp_client.c_necp_interface_type_is_primary_eligible.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversttyserialaltera_jtaguart.c_altera_jtaguart_verify_port.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsxfslibxfsxfs_format.h_startblockval.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxdriversisdnhisaxl3dss1.c_DecodeSyncParams.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxdriversnetwirelessmarvelllibertasethtool.c_lbs_ethtool_get_eeprom_len.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxnetbridgebr_private.h_br_switchdev_port_vlan_add.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdsidsi.xml.h_REG_DSI_20nm_PHY_LN_CFG_3.c,6412,6412,6412,6412,16332,16332,16332,16332,652,652,652,652,,,,,,,,,,,,
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_ccompare2_Slot_inst_encode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversstagingrtlwifihalmachalmac_88xxhalmac_8822b....halmac_type.h_halmac_api_validate.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmnouveaudispnv04dfp.c_is_powersaving_dpms.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxarchx86liberror-inject.c_override_function_with_return.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriverscharpcmciasynclink_cs.c_bh_status.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversatalibata-core.c_ata_sstatus_online.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_addx2_Slot_xt_flix64_slot0_encode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversscsilpfclpfc_init.c_lpfc_sli4_port_speed_parse.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarcharmmach-shmobilepm-rcar-gen2.c_phys_to_sbar.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarchx86netbpf_jit_comp32.c_add_2reg.c,1000,1000,1000,1000,2550,2550,2550,2550,100,100,100,100,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_REG_A4XX_RBBM_CLOCK_DELAY_SP_REG.c,216,216,216,216,371,371,371,371,126,126,126,126,,,,,,,,,,,,
extr_reactosdllwin32urlmonhttp.c_is_redirect_response.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxkerneltimetick-sched.h___tick_broadcast_oneshot_control.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetnetronomenfpbpfcmsg.c_nfp_bpf_all_tags_busy.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_php-srcextxmlrpclibxmlrpcxmlrpc.c_XMLRPC_RequestGetData.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_ccvlib3rdpartysqlite3sqlite3.c_unixModeBit.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversscsimac_scsi.c_macscsi_dma_xfer_len.c,229,229,229,229,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_muls_ad_ll_Slot_inst_encode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_darwin-xnuosfmkkernsched_multiq.c_sched_multiq_initial_thread_sched_mode.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosdllwin32uxthemeuxini.c_UXINI_eof.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxtoolsbpfbpf_dbg.c_set_return.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosdllwin32riched20list.c_ME_DITypesEqual.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_opensslsslstatemstatem.c_init_write_state_machine.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversntbntb.c_ntb_default_peer_port_number.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxtoolspowercpupowerutilsidle_monitoramd_fam14h_idle.c_fam14h_nbp1_count.c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_linuxdriversnetethernetqlogicnetxennetxen_nic_ethtool.c_netxen_get_sset_count.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetbroadcomtg3.c_tg3_irq_sync.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxsounddriversvxvx_cmd.h_vx_set_pipe_cmd_params.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_darwin-xnuosfmkarm64lowmem_vectors.c_patch_low_glo_static_region.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriverspinctrluniphierpinctrl-uniphier-pxs3.c_uniphier_pxs3_get_gpio_muxval.c,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,
extr_linuxdriversstagingcomedidriverspcl812.c_pcl812_ai_next_chan.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversdmadmaengine.h_dmaengine_desc_get_callback.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_micropythonportscc3200halgpio.c_GPIOGetIntNumber.c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_linuxdriversgpudrmamdamdkfdkfd_device_queue_manager.c_get_pipes_per_mec.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxfsufsutil.h_UCPI_UBH.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_VERSION_MAJOR.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_radare2librutiltree.c_update_depth.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxarchmipskvmvz.c_kvm_vz_check_extension.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_HS_CTRL_REG0_FULLREGFOOTPRINT.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosdll3rdpartylibtifftif_dirinfo.c_TIFFDataWidth.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmediadvb-frontendsstv0900_core.c_stv0900_frontend_algo.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_emscriptentestsopenjpeglibopenjpegjpt.c_jpt_init_msg_header.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxkerneleventsuprobes.c_offset_to_vaddr.c,350,350,350,350,505,505,505,505,260,260,260,260,,,,,,,,,,,,
extr_reactosbaseapplicationscalcfun_ieee.c_myabs64.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxnetllcaf_llc.c_llc_ui_header_len.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmamdamdgpusi_dpm.c_r600_is_uvd_state.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxsoundsoccodecstwl4030.c_twl4030_can_write_to_chip.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversdmappc4xxadma.c_ppc440spe_desc_set_xor_src_cnt.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxsoundpcirme9652hdsp.c_hdsp_toggle_setting.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_gitbuiltindiff-tree.c_diff_tree_tweak_rev.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_emscriptensystemliblibcmuslsrcconffpathconf.c_fpathconf.c,0,0,0,0,-1,-1,-1,-1,0,0,0,0,,,,,,,,,,,,
extr_reactosdll3rdpartylibtifftif_dirread.c_TIFFReadDirEntryCheckedByte.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversfirmwareeficapsule.c_efi_capsule_pending.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversiioadcimx7d_adc.c_imx7d_adc_get_sample_rate.c,36,36,36,36,36,36,36,36,36,36,36,36,,,,,,,,,,,,
extr_linuxdriversnetethernetmicrochipenc28j60.c_rx_packet_start.c,99,99,99,99,254,254,254,254,9,9,9,9,,,,,,,,,,,,
extr_linuxdriversscsiscsi.c_scsi_cmd_get_serial.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosdriversfilesystemsbtrfszstdzstd_compress.c_ZSTD_reset_compressedBlockState.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpuhost1xhwhw_host1x05_uclass.h_host1x_uclass_wait_syncpt_base_base_indx_f.c,6553600,6553600,6553600,6553600,16711680,16711680,16711680,16711680,655360,655360,655360,655360,,,,,,,,,,,,
extr_linuxnetsunrpcxprtsock.c_xs_addr_in.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192dephy.c__rtl92d_phy_calculate_bit_shift.c,2,2,2,2,0,0,0,0,1,1,1,1,,,,,,,,,,,,
extr_linuxfsnfsblocklayoutblocklayout.c_verify_extent.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarchs390netbpf_jit_comp.c_get_start.c,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
extr_linuxdriverscryptoccpccp-crypto-rsa.c_ccp_check_key_length.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_disquesrcdict.c_dictIntHashFunction.c,4292537205,4292537205,4292537205,4292537205,2581241738,2581241738,2581241738,2581241738,602225953,602225953,602225953,602225953,,,,,,,,,,,,
extr_linuxdriversregulatormc13xxx.h_mc13xxx_get_num_regulators_dt.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmtdnandrawsm_common.c_oob_sm_ooblayout_free.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxtoolstestingselftestspowerpcsignalsignal.c_signal_handler.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_mimikatzmodulessqlite3_omit.c_sqlite3_column_count.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversusbhostxhci-tegra.c_tegra_xhci_quirks.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriverscryptostm32stm32-cryp.c_is_gcm.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmddm-table.c_dm_table_set_type.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxtoolsperfui..utildata.h_perf_data__size.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversnetethernetchelsiocxgb4cxgb4_ethtool.c_from_fw_port_mod_type.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarchpowerpckvmbook3s_pr_papr.c_kvmppc_h_pr_put_tce.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_kphp-kdbmutual-friendsmf-data.c_get_index_header_size.c,1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,,,,,,,,,,,,
extr_linuxdriversmediausbdvb-usbcxusb.c_bluebird_fx2_identify_state.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversipackdevicesipoctal.c_ipoctal_get_icount.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_jqsrclexer.c_jq_yyget_debug.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxtoolsperfutilutil.c_hex_width.c,2,2,2,2,2,2,2,2,1,1,1,1,,,,,,,,,,,,
extr_kittykittyfonts.c_font_group_is_unused.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversvideofbdevc2p_core.h_comp.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_has_moffset.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnuosfmkconsoleserial_console.c_cpu_buffer_size.c,-250,-250,-250,-250,-250,-250,-250,-250,-250,-250,-250,-250,,,,,,,,,,,,
extr_linuxdriversmediausbpvrusb2pvrusb2-i2c-core.c_pvr2_i2c_functionality.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_ijkplayerijkmediaijksdlandroidijksdl_codec_android_mediacodec_dummy.c_SDL_AMediaCodecDummy_isInputBuffersValid.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversusbdwc2hcd.h_dwc2_frame_idx_num_gt.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversstagingrtl8712rtl871x_ioctl_rtl.c_oid_rt_ap_switch_into_ap_mode_hdl.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_kphp-kdbtargtarg-recover.c_mcp_check_ready.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_FFmpeglibavformatutils.c_has_duration.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_the_silver_searchersrclog.c_set_log_level.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversdmaamba-pl08x.c_pl08x_cctl.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxarchx86platformolpcolpc.c_olpc_ec_wakeup_set.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversmtdnandonenandonenand_bbt.c_check_short_pattern.c,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,
extr_linuxdriversiiohealthmax30100.c_max30100_is_volatile_reg.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversvideofbdevcorefbcon.c_fbcon_getxy.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxarchpowerpckernelprocess.c___set_dabr.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriverstargetloopbacktcm_loop.c_tcm_loop_dump_proto_id.c,h,h,h,h,h,h,h,h,h,h,h,h,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmedpedp.xml.h_EDP_HSYNC_VSYNC_WIDTH_POLARITY_HORIZ.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversscsiesp_scsi.c_esp_check_command_len.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetmellanoxmlx5corerl.c_mlx5_rl_is_in_range.c,0,0,0,0,1,1,1,1,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmomapdrmdssdispc.c_dispc_core_clk_rate.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_reactossdktoolsfattenfatfsdiskio.c_disk_status.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmamdamdgpuamdgpu_object.h_amdgpu_sa_bo_gpu_addr.c,708,708,708,708,708,708,708,708,708,708,708,708,,,,,,,,,,,,
extr_linuxdriversisdnhisaxisac.c_setstack_isac.c,,,,,,,,,,,,,,,,,,,,,,,,
